name,dialog
SpongeBob," I need a bon voyage sheet cake. [Bakerman brings out out sheet cake] Could you put yummy words on it? Hmmmmm, what would those yummy words be? I got it! ""Have fun on the moon..."". What rhymes with ""moon""? Tune? Roon? Noon? Goon?"
Bakerman, How about “loon?”
SpongeBob," I got it! ""See you soon!”"
Countdown," [SpongeBob heads back to Sandy’s dome with the cake. The rocket is a few seconds from takeoff] T-minus 12, 11, 10, 9, 8…"
SpongeBob," No, Sandy! Wait! You can't go without your sheet cake! [grabs a hold of the ladder, but falls into the rocket] Whoa!"
Sandy, [sees SpongeBob] SpongeBob? What in cold chicken and pickles are you doing in my ship?
SpongeBob," [panting, and out of breath] I went to get you a, so I went to the, and then I got you a, and then T-minus something, and…"
Countdown, Launch commencing.
Sandy, Never mind. Can't stop the countdown now. Better strap yourself down. Looks like you're going on a mooncation!
SpongeBob," I am?! Whoooooo! Moon trip! Moon trip! Moon trip! [rocket takes off] Hey, Sandy? Sandy? Sandy? Sandy? Sandy? Hey, Sandy..."
Sandy," Uh, I'm kinda busy here, SpongeBob. Gotta recalculate to account for the extra weight."
SpongeBob," Oh, I just wanted to show you the…"
Sandy," for the afterburners! [activates afterburners; propels rocket further] What were you saying, SpongeBob?"
SpongeBob," Oh, I… brought you a “bon voyage” sheet cake."
Sandy, You can't bring regular food into space!
SpongeBob," Wha, wha, wha, why not?"
Sandy," Because, as we leave Earth's gravity, everything becomes weightless, and any un-contained food will float off in all directions!"
SpongeBob, Oh. Is that a bad thing?
Sandy, Only if it gets sucked into the reverse spatial linearity drive. [cake floats into the reverse spatial linearity drive. The rocket engine malfunctions and turns off] Ah nuts!
SpongeBob," Oops. Sorry, Sandy."
Sandy," [presses ""Toss"" button, and gets dressed in a large space suit] Well, it's a good thing I've brought my special space suit designed for just this kind of situation! Now, try not to file anything else up while I'm saving our necks. [goes into space] Aha! There's our problem. [clears the cake out from the the reverse spatial linearity drive.] Eh, could've used more nuts. [comes back inside rocket] Okay. I've got her up and running, again. Now, can you please sit with your hands folded for a while, SpongeBob?"
SpongeBob, Roger that! Folding hands.
Sandy," Now, get ready for lunar module se…"
SpongeBob, [folds hands into a bird] What do you think Sandy?
Sandy, Just don't touch anything while we separate.
SpongeBob, Ok.
Sandy," [detaches rocket from boosters] That looks like a good spot. [lands on the moon, sets camp up] Alright, SpongeBob. Now that our camp is set up, it's time for some moon crater boarding! [brings out boards]"
SpongeBob, What's moon crater boarding?
Sandy," You ride these on that like this. [jumps on and rides her snowboard on the moon] Yeehaw! Right here is the Flip-a-dee-do-dah. [flips her board in midair] Right there is the classic Texas tail grab. [grabs tail, and twists it into the shape of Texas] And this I call the 7-20 Nut Drop. [spins and breaks an asteroid into an acorn and eats it] Munchie! And let's not forget my grandpappy's favorite: The Tour de Saturn. [lies down on Saturn's rings] Star gazer! Yeehaw! Nothing like extreme sports and zero gravity! Alright your turn."
SpongeBob, Oh gee Sandy. I don't know. This looks kinda scary.
Sandy," Oh, come on SpongeBob. You got this! It's a can of corn."
SpongeBob," I don't know what corn is, but I sure like cans. Alright, I'll give it a try. [jumps on board and floats off into space] Sandy, this doesn't seem right."
Sandy," Uh oh! Looks like SpongeBob's too light for lunar gravity. SpongeBob, grab a hold of this! [lassos asteroid to SpongeBob]"
SpongeBob," [grabs onto asteroid] Ok. [the rock pulls SpongeBob to the moon surface. SpongeBob begins to surf the moon, but screams]"
Sandy," Wow, SpongeBob! What do you call that trick? [SpongeBob keeps screaming] Interesting. Maybe you can teach me how to do a “Waaaaah!”"
SpongeBob," [SpongeBob continues screaming, and begins to surf over a satellite] Hey, this is kind of fun! [leaps, and bounces off the satellite, damaging it]"
Billy," [shifts to Patrick watching TV] Carol, your real father is… [TV goes out due to satellite damage]"
Patrick, Hey! Who's Carol's real father?!
SpongeBob," [scene returns to SpongeBob] Watch this Sandy! [ties an asteroid to his helmet to hold him down] Alright. A no-look... let's see... a one-footed, tongue-out, flip, leg up… [accidentally smashes into rocket's fuel tank, making it leak] puncture into the side of the rocket."
Sandy," You did great, SpongeBob! But, you should call your trick the ""no-look, one-footed, tongue-out, flip, leg up, puncture the fuel tank on the rocket.”"
SpongeBob, Oops!
Sandy," Come on, SpongeBob. We gotta get while there's still enough fuel to make it home!"
SpongeBob," Wait! I have to do something very important! [takes picture of himself “holding the earth”] There! [both go into the rocket, and head for earth] So, we are going to make it, aren’t we Sandy?"
Sandy," If the fuel holds out, there's no reason to panic. [rocket fuel signs shows “Empty”. Rocket starts falling to earth] Without the engines, we've lost all control. We're coming in too steep!"
SpongeBob, Is that bad?
Sandy, [unbuckles seatbelt] Only if you consider being consumed in a giant fireball “bad”.
SpongeBob," Well, in that case, I won’t… giant fireball?! [unbuckles seatbelt, but hits wall] Sandy, where are you going?"
Sandy, 'm going to take this bull by the horns! [Lassos the nose of the rocket. Rocket begins to catch fire as it descends towards earth]
SpongeBob, Are we gonna get consumed in a giant fireball?
Sandy, Not if I can keep her nose up we aren't. Hang on! It's gonna get bumpy when we hit the atmosphere. [the rocket keeps falling at a faster rate. SpongeBob yells in terror] Yeehaw!
SpongeBob, [continues screaming] My goodness!
Sandy, Yeehaw! Yeehaw! [rockets crashes]
SpongeBob," Oh, oh my gosh! Sandy! Sandy, are you okay? [Sandy groans] Oh, Sandy. I'm sorry I ruined your vacation."
Sandy," Ruined? Oh heck no! That was the most fun I've had in a toad's age! Once I get my rocket fixed, you and me is heading to Mars. Now, let's go grab another one of them sheet cakes."
them, [laugh]
Squidward," Maybe I'll do a cute little button. [pulls his nose to give himself a button-nose. His nose pops out suddenly.] Or something a bit more manly perhaps. [pulls his nose hairs to create a mustache and a humanoid nose. His nose pops out back to normal suddenly] Upturned might be good, too. [breathes in, puts his thumb into his mouth, and then blows. He gets an upturned nose. Just then, SpongeBob appears in his unicycle.]"
SpongeBob," Hi, Squidward."
Squidward, Great. [slaps himself] The idiot found me.
SpongeBob, Whatcha doing?
Squidward, I'm picking a nose.
SpongeBob," Ooh! I used to pick my nose too, until I finally cleared it out."
Squidward," I'm not picking my nose, SpongeBob. I'm on the way to the hospital for a nose job. Plastic surgery. I'm finally gonna get the nose I should have been born with."
SpongeBob," [gasps] But, Squidward, you're a beautiful flower. You don't need to change a... [freaks out when he sees how hideously disgusting Squidward's nose is up close] Well, maybe a little work wouldn't hurt. Hey, you want a ride?"
Squidward, With you? Absolutely not.
SpongeBob," Aww, come on, Squidward. [pedals off and comes back with a trashcan attached to his unicycle] I can get you there lickety-split."
Nurse," You can't dump your garbage here, sir."
SpongeBob," Oh, that's not garbage. That's my friend, Squidward. We're here to check in."
Nurse," Holy nostroly! You must be here for the nose job. Let's, uh, get your paperwork filled out."
Surgeon," You just relax, sir. The doctor will be ready for you soon."
Squidward, [inhales deeply] Ah. This is nice.
SpongeBob," Never fear, Squidward. Soon this dreary old room will be so full of well-wishing you'll never want to go home."
Narrator, Five minutes later...
Squidward," [grunts as he pops out of his pile of teddy bears] SpongeBob, get this garbage out of here! I can hardly move!"
SpongeBob," Oh, are you uncomfortable? Here, let me help."
Bear, I love you.
Squidward, [grunts as he rips the teddy off of him] The bed is fine!
SpongeBob, Fluff your pillow?
Squidward, No.
SpongeBob, Fluff your IV bag?
Squidward," Enough, you buffoon!"
SpongeBob," Well, gee, Squidward, I was just trying to be helpful."
Squidward," [sighs] If you want to help so badly, why don't you just go volunteer to be a candy striper? There's plenty of other people in the hospital you could torture."
SpongeBob," Squidward, that's a great idea. I was born to serve."
SpongeBob," Hello, lady, can I be a candy striper here at the—"
Nurse, Grab a uniform out of the closet.
SpongeBob," Ooh, thank you! Thank you! Whoo! [runs into the closet and comes back out with a uniform] Ooh! Candy stripes. [slurps on the strips] Strawberry."
Doctor," Ah, Doctor, thank goodness you're here."
Doctor, We were just looking for another physician to join us on our rounds.
Doctor, And what seems to be the problem today?
Catfish, [coughing] My throat hurts.
Doctor," Prescribe him a numbing throat spray. Let's move on, shall we?"
SpongeBob," Wait a second! I think I've seen this before. [rubs his finger all over the catfish and abstracts some filth] Mm, yeah. [licks the filth] Mm-hmm. I'll need one medical sea-chicken."
Catfish," Hey, my keys. And my throat feels better."
SpongeBob," You see, doctors, catfish are bottom feeders. The dirt on his face led me to believe he had recently eaten something that irritated his throat. Happens to my friend Patrick all the time. [grunts as he pulls out a pen, pencil and paintbrush from his head] Mm-hmm. [picks a pen and writes something down on a paper] Try a Krabby Patty next time, sir. They go down smooth, and they taste better than car keys."
Catfish," Thanks, doc."
SpongeBob," No need to thank me, sir. I'm here to help."
Doctor," What treatment might you prescribe for this next patient, Doctor?"
Runner, So what do you think? Will I be able to run in the Bikini Bottom marathon next week?
Doctor," Oh, my, no. I'm afraid you're—"
SpongeBob, Of course! Friends don't let friends miss marathons. We'll have you up in no time. [looks around and sees a skeleton] Ah!
Runner, What are you—
Doctor, Most unorthodox.
Doctor, He's a genius.
Runner," Thanks, doc."
SpongeBob," Ready, set. [blows blowhorn as the runner runs out backwards]"
Doctor," And what seems to be your problem today, ma'am?"
Puff," Sometimes, I just don't have it in me to puff up under my own power."
SpongeBob," Hi, Mrs. Puff."
Puff, No! Not you! [whimpers] What are you doing here?
SpongeBob," [whispers] Don't worry, Mrs. Puff. I'm a doctor...today. What is this crazy thing? Looks like some sort of weird submarine. [climbs through the iron lung]"
Doctor, You're kidding of course. We've placed her in an iron lung to help puff her back up.
SpongeBob, Ha-ha! Dive! Dive! Up periscope! Load the torpedoes. [imitates airplane]
Puff, Huh?
Puff, [whispers] Help me! [screams]
doctor, Hey!
Runner, My legs!
SpongeBob," Never fear, Mrs. Puff. I haven't lost a patient all day. [puts on medical goggles] Let's get medical."
SpongeBob," Oh, no."
Puff," Oh. Actually, I feel like my old self again. But you still don't get a driver's license. [shrinks down to normal size and falls to the ground] Oh!"
Doctor, Wow. I've never seen anyone work an iron lung like that.
Doctor, So awesome.
Doctor, We were on our way to perform a surgery...
Doctor, But we would be honored to watch you perform it.
SpongeBob, Me? Perform a surgery?
Squidward," Oh, yeah, this is the life. And best of all, there's no SpongeBob here to ruin it."
SpongeBob," Oh, boy, surgery! And on my first day too."
Squidward, SpongeBob? No! What are you doing here?
Surgeon," Nighty night, Mr. Tentacles."
Squidward," Wait, wait, no, no, no, no!"
SpongeBob," Oh, hi, everybody."
surgeons," Hi, SpongeBob."
Doctor," Doctor, the patient's over here, and he's ready for you to begin."
Doctor," Oh, we're most eager to see which tool you select first."
SpongeBob," [looks for a tool] Hmm, mm—mm—mm—mm. Let me see. Whoa, whoa, whoa! Phew. [picks up a spatula] Here we go!"
surgeons, Oh! Ah!
SpongeBob," Okay, SpongeBob, this can't be too hard. Just make an incision here, and— [operates with the spatula and ink sprays up] no! Shoot! [the heart flips] Son of a gun! [continues to work, but breaks Squidward's foot off] Ah, my bad."
Surgeon, I'll take that. [takes the foot]
SpongeBob," Ah-ha! [chops with spatula and makes sushi] Mmm, sushi."
SpongeBob," He's, uh, really going to pieces over this nose job."
SpongeBob," Oh, [chuckles] thank you! Let's try again, shall we?"
SpongeBob, Order up!
SpongeBob, Yow! That shouldn't be in there. [pulls ribbon and sees another one] Ooh! [pulls more ribbons out and a clipboard]
Doctor, What? [notices his clipboard is missing] Oh.
SpongeBob, Ta-da!
SpongeBob," Nurse, sponge."
SpongeBob," Thank you, nurse."
Doctor, I can't see! I can't see! I want to see!
Doctor, I still can't see.
SpongeBob, Ta-da!
SpongeBob," There we go. You can wake him up now, nurse."
Squidward, [wakes up and groans] What—what happened?
SpongeBob," I finished your nose job, you silly goose. Take a look."
Squidward," SpongeBob, you idiot! This isn't even close to what I wanted!"
SpongeBob," Well, why didn't you say so? Oh, nurse!"
Squidward," Wait, no, no, no! I want a different doctor! I—"
Squidward, No! [with a noisemaker] No! [with an elephant's trunk] No! [with clarinet] No! [with crabs nose] No! [with log] No! [with the face of Squilliam Fancyson] No! [with a reindeer's head] No! [with his house] No! [with real life octopus] No! [with car engine and it flares up] No-o-o-o! [sobbing]
Squidward," Stop! I don't want to change my nose anymore! SpongeBob, I'll do anything! Anything at—"
SpongeBob, How's about the Squidward Classic?
Squidward," Hey, not bad. This looks even better than my old nose."
SpongeBob," Well, I did have to use a few of your other body parts to re-sculpt it."
SpongeBob, D'oh! Look at the time. I have to go to work. [takes off his surgery outfit]
Doctor, But you're a doctor. You're at work.
SpongeBob," No, I'm just a fry cook. [puts on Krusty Krab hat] But it was fun playing with you guys. Bye! [leaves]"
Doctor, Fry cook? Ooh. [faints in the green doctor's arms]
Squidward," Don't be afraid, ladies. This sinus Adonis is on the market."
SpongeBob, Ta-dah! [SpongeBob's house dances around] I did it! I did it! I did it! I did- [slips on something and makes silly noises] [smashes into the door and when it opens SpongeBob falls out and makes a funny noise]
Gary, [slithers toward SpongeBob] Meow.
SpongeBob, [circles around Gary] I learned a magic trick!
Gary, [gets scared and hides in his shell] Meow? [his eyes come out of his shell]
SpongeBob," Sorry, Gary, but I've been trying to learn this trick since I was a SpongeBoy. [gasps as Gary meows] I gotta show Patrick! [starts running toward Patrick's house and hits Norton]"
Norton, [spits out mail]
SpongeBob," [finishes running toward Patrick's house and knocks on his rock] Patrick, come on, I got to show you something! [slides into Patrick's rock and makes a silly noise. He then lifts up Patrick's rock.] Patrick? He's not home. [Patrick's rock falls on him and he makes a grunt-like noise] Oh! Squidward! [Squidward goes into his trash can and slides it into his house and pretends like he's not home] Squidward! Squidward, Squidward, Squidward? Squidward? Squidward, Squidward, Squidward?"
Squidward," If he thinks I'm out, he'll go away. [SpongeBob continues to say ""Squidward"" and his eye goes through Squidward's door.]"
SpongeBob, [talks through his eye] Squidward! I'm so glad you're home. Got a magic trick to show ya!
Squidward, I hate magic.
SpongeBob, How could anyone hate magic? It's... [close-up of his face] ...magical.
Squidward," [sighs] Okay, show me the trick."
SpongeBob," [gasps in joy as Squidward runs away] Pick a card- oh. [Squidward runs out of his house, closes the door, and swallows the key. Squidward hums] Watch closely, Squidward. The hand is quicker than the eye."
Squidward, [groans and swallows his eyes] Can't watch. No eyes. Sorry.
SpongeBob, [groans and drops his cards] I want to show my trick to somebody. [cries and runs away while Squidward laughs and bumps into his front door]
Puff," [scene changes to Mrs. Puff having a student with braces take a drivers test] You're the best driving student I've ever had, Rodger. Kudos. [Rodger laughs]"
SpongeBob, [as he's running to Mrs. Puff] Mrs. Puff! Mrs. Puff! Mrs. Puff!
Puff," [scared] Rodger, we have to move now! Punch it! [as the boat is driving, she accidentally hits a fire hydrant] I think we lost him. [SpongeBob arrives with the cards in his hand. Mrs. Puff makes a small scream]"
SpongeBob," Mrs. Puff, you got to see my magic trick! [Mrs. Puff and Rodger scream and the boat crashes onto a rock. Rodger's braces break, while SpongeBob stands up with his cards] Pick a card, any card!"
Puff," Hold on, SpongeBob, I have a trick to show you first. [Mrs. Puff puffs and she floats into the air] Sorry, Rodger, we'll pick this up next week!"
SpongeBob," [hanging onto Mrs. Puff] Wait, Mrs. Puff, you didn't see my trick!"
Puff," [frowns] Okay, show me the trick already."
SpongeBob," [gets off Mrs. Puff and shows his cards] Pick a card, any card! [SpongeBob falls down and slams onto Sandy's treedome. He slides down the treedome happily until he reaches the floor] Sandy! [goes inside the treedome and puts on his water helmet] Sandy, I gotta show you this. [he shows his cards] Pick a card, any card! [SpongeBob screams and drops all his cards as Sandy, who is watering her grass, is missing her head] Sandy? [SpongeBob touches the helmet and it falls off. SpongeBob looks to see where the head is] Where's your head?"
Sandy," Oh, sorry, SpongeBob, didn't mean to spook ya. My head's in another dimension, observing. [cuts to Sandy in the Swamp, observing one of the trees. In the background, Bubble Bass and Patrick are on a log, trying to escape a group of crocodiles on their hovercraft]"
SpongeBob," [leaving] Uh-huh, okay, I'll come back later when you have a head."
Sandy, It should be back by Thursday. Friday at the latest. [she starts watering her grass again]
Krabs, [SpongeBob runs to Mr. Krabs' house and rings the bell] Who is it? [opens his door]
SpongeBob," [shows his cards] Pick a card, any card! [Mr. Krabs gets frightened]"
Krabs," [he smashes SpongeBob's head, making him bounce up and down and make music like an accordion] Magic, eh, boyo? [he leans his eyes toward him] Is this by any chance a trick where you produce money coins from behind people's ears? [as he's winking twice] Wink wink, hmm?"
SpongeBob, [crouches down a little] No.
Krabs, Then what's the point? [closes his door angrily]
SpongeBob," [SpongeBob gets upset] Ah! [goes to Fred's home and rings his doorbell, which is a miniature leg]] Hi, Fred! [shows his cards] I've got a magic trick that's going to dazzle you!"
Fred," [looks with interest] Ooh! Are you going to saw my leg in half, or make it disappear, or pull a rabbit out of it?"
SpongeBob," [loses his smile] Uh, no, this isn't going to involve your leg."
Fred," [quickly looks at his watch] Ooh, gotta go, SpongeBob. I'm washing my thighs tonight. [goes inside and closes the door, only to accidentally cut his leg because of the door, while SpongeBob is surprised] My leg!"
SpongeBob," [sighs as he walks into a kelp forest] Why won't anyone watch my trick?! [falls onto the ground while the word ""trick"" flies into the air, causing the leaves on the kelp trees to fall down onto SpongeBob] [SpongeBob gets up, covered with leaves. He slightly pulls his kelp mustache, and then sees two pieces of wood and a rock. A lightbulb appears on top of SpongeBob] Hey, that gives me an idea! [scene cuts to SpongeBob putting the final touches on his rock people] There. Good evening, folks, I am the Great Spongedini! Now watch closely, [reveals his cards] the hand is quicker than the eye. Pick a card. Any card. [SpongeBob inhales all the magic playing cards into his mouth, and then starts his magic trick.]"
Spongedini," Huh? [The Great Spongedini pulls the ribbon out of his left sleeve, but then reveals a red, blue, pink, green, and orange ribbon that covers the whole screen. Then the scene becomes spirally and gets put into a magic hat. Then, the white screen turns back to the kelp forest and SpongeBob pulls himself out of the magic hat in a pink bunny suit, ending his magic trick.]"
SpongeBob," Ta-dah! [notices that the audience he made was fake and didn't respond to his magic trick.] Oh... I still wish Patrick was here to see it. [then he notices Patrick sitting on a mushroom, hanging onto another mushroom.]"
Patrick," [off-screen] I saw it, SpongeBob! [on-screen] It was astonishable! [Patrick falls of the mushroom and falls flat onto the ground, and pulls himself off the ground.]"
SpongeBob," [hugging Patrick] Oh, Patrick! You showed up just in time. What was your favorite part?"
Patrick," Uh... My favorite part was... uh...""Ta-dah!"". I missed everything before that."
SpongeBob," Oh, then you haven't seen seen anything yet! [he grabs a hold of Patrick's hand. The two spin around and then they disappear into a magic hat. Some confetti and a card come out of the hat as the two laugh. Fireworks also start coming out of the hat, while the rock creatures stand inanimate.]"
SpongeBob," ♪Oh, I've got an whole new attitude♪"
Squidward," Oh, is that supposed to be singing? [paint brushes fall on the floor] I am putting that one on SpongeBob. [to SpongeBob] Would you clam up, SpongeBob? I am trying to paint in here!"
SpongeBob, ♪I cherish my fellow residents...♪
Squidward," SpongeBob, why are you doing this?"
SpongeBob," Oh, I'm just displaying for all to see an attitude of gratitude!"
